 num     #instances         #bytes  class name (module)
1818:             4             96  com.staros.proto.UpdateMetaGroupInfo$InfoCase
1819:             3             96  com.staros.proto.WorkerGroupSpec
1820:             4             96  com.staros.proto.WorkerGroupState
1821:             4             96  com.staros.proto.WorkerState
1822:             4             96  com.starrocks.alter.AlterJobV2$JobType
1823:             4             96  com.starrocks.analysis.AggregateInfo$AggPhase
1824:             4             96  com.starrocks.analysis.GroupByClause$GroupingType
1825:             3             96  com.starrocks.analysis.TableName
1826:             4             96  com.starrocks.catalog.Function$CompareMode
1827:             4             96  com.starrocks.catalog.KeysType
1828:             4             96  com.starrocks.catalog.MaterializedIndex$IndexState
1829:             4             96  com.starrocks.catalog.MaterializedView$RefreshType
1830:             4             96  com.starrocks.catalog.MetaReplayState$MetaState
1831:             1             96  com.starrocks.catalog.system.information.InfoSchemaDb
1832:             1             96  com.starrocks.catalog.system.sys.SysDb
1833:             6             96  com.starrocks.common.AuditLog
1834:             4             96  com.starrocks.common.SRTThreadPoolServer$WorkerProcess
1835:             4             96  com.starrocks.load.ExportJob$JobState
1836:             4             96  com.starrocks.load.InsertOverwriteJobState
1837:             4             96  com.starrocks.mysql.privilege.Auth$PrivLevel
1838:             4             96  com.starrocks.mysql.privilege.AuthPlugin
1839:             4             96  com.starrocks.mysql.privilege.PrivBitSet
1840:             6             96  com.starrocks.persist.gson.GsonUtils$HiddenAnnotationExclusionStrategy
1841:             4             96  com.starrocks.plugin.AuditEvent$EventType
1842:             4             96  com.starrocks.proto.PPlanFragmentCancelReason
1843:             4             96  com.starrocks.qe.QueryState$MysqlStateType
1844:             4             96  com.starrocks.sql.ast.ColumnDef$DefaultValueDef
1845:             4             96  com.starrocks.sql.ast.SetType
1846:             4             96  com.starrocks.sql.ast.TableRelation$TableHint
1847:             3             96  com.starrocks.sql.ast.UserIdentity
1848:             4             96  com.starrocks.sql.optimizer.base.DistributionSpec$DistributionType
1849:             4             96  com.starrocks.sql.optimizer.operator.AggType
1850:             4             96  com.starrocks.storagevolume.StorageVolume$StorageVolumeType
1851:             4             96  com.starrocks.task.LeaderTaskExecutor
1852:             3             96  com.starrocks.thrift.TBackend$_Fields
1853:             4             96  com.starrocks.thrift.TCounterAggregateType
1854:             4             96  com.starrocks.thrift.TCounterMergeType
1855:             3             96  com.starrocks.thrift.TCounterStrategy$_Fields
1856:             3             96  com.starrocks.thrift.TDataPartition$_Fields
1857:             3             96  com.starrocks.thrift.TEqJoinCondition$_Fields
1858:             4             96  com.starrocks.thrift.TEtlState
1859:             3             96  com.starrocks.thrift.TFrontend$_Fields
1860:             4             96  com.starrocks.thrift.TKeysType
1861:             3             96  com.starrocks.thrift.TOlapTableColumnParam$_Fields
1862:             3             96  com.starrocks.thrift.TRuntimeFilterParams$_Fields
1863:             3             96  com.starrocks.thrift.TScalarFunction$_Fields
1864:             3             96  com.starrocks.thrift.TScanRangeLocation$_Fields
1865:             4             96  com.starrocks.thrift.TStreamingPreaggregationMode
1866:             4             96  com.starrocks.thrift.TTypeNodeType
1867:             4             96  com.starrocks.warehouse.Warehouse$WarehouseState
1868:             4             96  com.sun.activation.registries.MimeTypeFile
1869:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping (java.management@11.0.14)
1870:             2             96  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap (java.management@11.0.14)
1871:             2             96  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap (java.management@11.0.14)
1872:             2             96  com.sun.management.internal.GarbageCollectorExtImpl (jdk.management@11.0.14)
1873:             3             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap (java.xml@11.0.14)
1874:             3             96  com.sun.org.apache.xerces.internal.xni.QName (java.xml@11.0.14)
1875:             6             96  com.sun.proxy.$Proxy0
1876:             6             96  com.sun.proxy.$Proxy3
1877:             4             96  com.sun.tools.doclint.HtmlTag$Flag (jdk.compiler@11.0.14)
1878:             4             96  com.sun.tools.javac.code.Kinds$Kind$Category (jdk.compiler@11.0.14)
1879:             4             96  com.sun.tools.javac.code.Symbol$ModuleResolutionFlags (jdk.compiler@11.0.14)
1880:             4             96  com.sun.tools.javac.comp.Resolve$ReferenceLookupResult$StaticKind (jdk.compiler@11.0.14)
1881:             3             96  com.sun.tools.javac.file.Locations$SimpleLocationHandler (jdk.compiler@11.0.14)
1882:             3             96  com.sun.tools.javac.jvm.Profile (jdk.compiler@11.0.14)
1883:             4             96  com.sun.tools.javac.main.Option$OptionGroup (jdk.compiler@11.0.14)
1884:             4             96  com.sun.tools.javac.parser.JavacParser$ParensResult (jdk.compiler@11.0.14)
1885:             4             96  com.sun.tools.javac.parser.Tokens$Token$Tag (jdk.compiler@11.0.14)
1886:             3             96  com.sun.tools.javac.util.BasicDiagnosticFormatter (jdk.compiler@11.0.14)
1887:             4             96  com.sun.tools.javac.util.JCDiagnostic$DiagnosticType (jdk.compiler@11.0.14)
1888:             4             96  com.sun.tools.javac.util.MandatoryWarningHandler$DeferredDiagnosticKind (jdk.compiler@11.0.14)
1889:             4             96  io.grpc.ChannelLogger$ChannelLogLevel
1890:             4             96  io.grpc.InternalChannelz$ChannelTrace$Event$Severity
1891:             3             96  io.grpc.LoadBalancer$PickResult
1892:             4             96  io.grpc.census.CensusStatsModule$1
1893:             4             96  io.grpc.census.CensusTracingModule$1
1894:             2             96  io.grpc.internal.CallCredentialsApplyingTransportFactory$CallCredentialsApplyingTransport
1895:             4             96  io.grpc.internal.ClientStreamListener$RpcProgress
1896:             3             96  io.grpc.internal.ManagedChannelImpl$RealChannel
1897:             3             96  io.grpc.internal.ManagedChannelImpl$UncommittedRetriableStreamsRegistry
1898:             3             96  io.grpc.internal.ScParser
1899:             3             96  io.grpc.netty.shaded.io.grpc.netty.WriteQueue
1900:             3             96  io.grpc.netty.shaded.io.netty.buffer.EmptyByteBuf
1901:             3             96  io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2Connection$ActiveStreams
1902:             3             96  io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2ConnectionEncoder
1903:             3             96  io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController$WritabilityMonitor
1904:             3             96  io.grpc.netty.shaded.io.netty.handler.codec.http2.HpackHuffmanEncoder
1905:             3             96  io.grpc.netty.shaded.io.netty.handler.codec.http2.HpackHuffmanEncoder$EncodeProcessor
1906:             4             96  io.grpc.netty.shaded.io.netty.util.ResourceLeakDetector$Level
1907:             3             96  io.grpc.netty.shaded.io.netty.util.concurrent.DefaultThreadFactory
1908:             6             96  io.grpc.netty.shaded.io.netty.util.internal.ObjectPool$RecyclerObjectPool
1909:             3             96  io.grpc.netty.shaded.io.netty.util.internal.RecyclableArrayList
1910:             2             96  io.netty.bootstrap.AbstractBootstrap$PendingRegistrationPromise
1911:             3             96  io.netty.channel.AdaptiveRecvByteBufAllocator
1912:             3             96  io.netty.channel.DefaultChannelId
1913:             3             96  io.netty.channel.nio.NioEventLoopGroup
1914:             4             96  io.netty.util.ResourceLeakDetector$Level
1915:             3             96  io.opencensus.metrics.export.AutoValue_MetricDescriptor
1916:             6             96  io.opencensus.tags.AutoValue_TagKey
1917:             2             96  io.trino.hive.$internal.org.codehaus.jackson.map.MapperConfig$Base
1918:             2             96  io.trino.hive.$internal.org.codehaus.jackson.sym.CharsToNameCanonicalizer
1919:             3             96  java.io.ByteArrayInputStream (java.base@11.0.14)
1920:             3             96  java.lang.Runtime$Version (java.base@11.0.14)
1921:             3             96  java.lang.StackWalker (java.base@11.0.14)
1922:             4             96  java.lang.ThreadLocal$SuppliedThreadLocal (java.base@11.0.14)
1923:             3             96  java.lang.WeakPairMap$Pair$Weak$1 (java.base@11.0.14)
1924:             3             96  java.lang.invoke.SimpleMethodHandle (java.base@11.0.14)
1925:             3             96  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@11.0.14)
1926:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@11.0.14)
1927:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@11.0.14)
1928:             4             96  java.math.MathContext (java.base@11.0.14)
1929:             4             96  java.nio.file.FileVisitResult (java.base@11.0.14)
1930:             4             96  java.nio.file.StandardWatchEventKinds$StdWatchEventKind (java.base@11.0.14)
1931:             4             96  java.time.Instant (java.base@11.0.14)
1932:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser (java.base@11.0.14)
1933:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser (java.base@11.0.14)
1934:             1             96  java.util.SimpleTimeZone (java.base@11.0.14)
1935:             6             96  java.util.Timer$1 (java.base@11.0.14)
1936:             4             96  java.util.concurrent.ConcurrentLinkedDeque$Node (java.base@11.0.14)
1937:             6             96  java.util.concurrent.CopyOnWriteArraySet (java.base@11.0.14)
1938:             3             96  java.util.concurrent.SynchronousQueue$TransferStack$SNode (java.base@11.0.14)
1939:             3             96  java.util.concurrent.locks.ReentrantLock$FairSync (java.base@11.0.14)
1940:             4             96  java.util.regex.Pattern$Prolog (java.base@11.0.14)
1941:             4             96  java.util.regex.Pattern$Qtype (java.base@11.0.14)
1942:             3             96  java.util.stream.Collectors$CollectorImpl (java.base@11.0.14)
1943:             4             96  java.util.stream.StreamShape (java.base@11.0.14)
1944:             4             96  javax.tools.JavaFileObject$Kind (java.compiler@11.0.14)
1945:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@11.0.14)
1946:             6             96  jdk.internal.loader.ClassLoaderValue (java.base@11.0.14)
1947:             4             96  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@11.0.14)
1948:             4             96  jdk.internal.math.FormattedFloatingDecimal$Form (java.base@11.0.14)
1949:             3             96  jdk.internal.reflect.UnsafeFloatFieldAccessorImpl (java.base@11.0.14)
1950:             3             96  jdk.internal.reflect.UnsafeQualifiedDoubleFieldAccessorImpl (java.base@11.0.14)
1951:             3             96  jdk.internal.reflect.UnsafeStaticLongFieldAccessorImpl (java.base@11.0.14)
1952:             3             96  org.antlr.v4.runtime.VocabularyImpl
1953:             6             96  org.apache.commons.pool2.impl.DefaultEvictionPolicy
1954:             4             96  org.apache.commons.pool2.impl.LinkedBlockingDeque$Node
1955:             3             96  org.apache.logging.log4j.core.config.ConfigurationScheduler
1956:             4             96  org.apache.logging.log4j.core.pattern.ClassNamePatternConverter
1957:             3             96  org.apache.logging.log4j.core.util.datetime.FixedDateFormat$FixedTimeZoneFormat
1958:             6             96  org.apache.spark.internal.config.ConfigBuilder$$Lambda$411/0x00000008406ab840
1959:             6             96  org.xnio.nio.Log_$logger
1960:             3             96  sun.net.spi.DefaultProxySelector$NonProxyInfo (java.base@11.0.14)
1961:             6             96  sun.nio.ch.Util$2 (java.base@11.0.14)
1962:             1             96  sun.reflect.misc.MethodUtil (java.base@11.0.14)
1963:             1             88  [Lcom.google.protobuf.Descriptors$FieldDescriptor$Type;
1964:             1             88  [Lcom.sleepycat.je.RecoveryProgress;
1965:             3             88  [Lcom.starrocks.thrift.TBrokerScanRange$_Fields;
1966:             3             88  [Lcom.starrocks.thrift.TDataPartition$_Fields;
1967:             3             88  [Lcom.starrocks.thrift.TEqJoinCondition$_Fields;
1968:             3             88  [Lcom.starrocks.thrift.TResultBatch$_Fields;
1969:             3             88  [Lcom.starrocks.thrift.TScalarFunction$_Fields;
1970:             3             88  [Lcom.starrocks.thrift.TScanRangeLocation$_Fields;
1971:             3             88  [Lcom.starrocks.thrift.TSortInfo$_Fields;
1972:             1             88  [Lcom.starrocks.thrift.TTableType;
1973:             1             88  [Lcom.sun.tools.javac.code.Kinds$Kind; (jdk.compiler@11.0.14)
1974:             1             88  [Lio.opencensus.trace.Status$CanonicalCode;
1975:             1             88  [Ljava.util.concurrent.ConcurrentMap; (java.base@11.0.14)
1976:             1             88  [Ljavax.lang.model.element.ElementKind; (java.compiler@11.0.14)
1977:             3             88  [Lorg.apache.logging.log4j.core.util.datetime.FastDatePrinter$Rule;
1978:             1             88  com.sleepycat.je.log.LogBufferPool
1979:             1             88  com.sleepycat.je.rep.elections.Elections
1980:             1             88  com.sleepycat.je.rep.impl.NodeStateProtocol
1981:             1             88  com.sleepycat.je.rep.impl.node.Replica
1982:             1             88  com.sleepycat.je.rep.impl.node.Replica$ConsistencyTracker
1983:             1             88  com.sleepycat.je.util.FileHandler
1984:             1             88  com.starrocks.analysis.DecimalLiteral
1985:             1             88  com.starrocks.analysis.MaxLiteral
1986:             1             88  com.starrocks.catalog.MaterializedIndexMeta
1987:             1             88  com.starrocks.common.SRTThreadPoolServer
1988:             1             88  com.starrocks.server.NodeMgr
1989:             1             88  java.util.jar.JarVerifier (java.base@11.0.14)
1990:             1             88  scala.reflect.ClassTag$
1991:             1             88  scala.reflect.ManifestFactory$
1992:             2             80  [Lcom.sleepycat.je.evictor.Evictor$EvictionSource;
1993:             2             80  [Lcom.sleepycat.je.rep.NodeType;
1994:             2             80  [Lcom.sleepycat.je.utilint.PropUtil$IEEETimeUnit;
1995:             2             80  [Lcom.staros.proto.AwsCredentialType;
1996:             2             80  [Lcom.staros.proto.FileStoreType;
1997:             1             80  [Lcom.starrocks.common.CaseSensibility;
1998:             1             80  [Lcom.starrocks.common.InternalErrorCode;
1999:             2             80  [Lcom.starrocks.ha.FrontendNodeType;
2000:             2             80  [Lcom.starrocks.thrift.TOlapTableSchemaParam$_Fields;
2001:             2             80  [Lcom.sun.tools.javac.api.DiagnosticFormatter$Configuration$DiagnosticPart; (jdk.compiler@11.0.14)
2002:             2             80  [Lcom.sun.tools.javac.code.Directive$RequiresFlag; (jdk.compiler@11.0.14)
2003:             1             80  [Lcom.sun.tools.javac.code.Kinds$KindName; (jdk.compiler@11.0.14)
2004:             2             80  [Lcom.sun.tools.javac.comp.Infer$InferenceStep; (jdk.compiler@11.0.14)
2005:             2             80  [Lcom.sun.tools.javac.util.Log$WriterKind; (jdk.compiler@11.0.14)
2006:             1             80  [Lio.netty.handler.codec.http.HttpMethod$EnumNameMap$Node;
2007:             2             80  [Lio.trino.hive.$internal.org.codehaus.jackson.annotate.JsonAutoDetect$Visibility;
2008:             2             80  [Ljava.nio.charset.Charset; (java.base@11.0.14)
2009:             1             80  [Ljava.time.temporal.ChronoUnit; (java.base@11.0.14)
2010:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@11.0.14)
2011:             2             80  [Ljavax.tools.Diagnostic$Kind; (java.compiler@11.0.14)
2012:             2             80  [Lorg.apache.logging.log4j.core.pattern.PatternFormatter;
2013:             2             80  [Lsun.security.jca.ProviderConfig; (java.base@11.0.14)
2014:             2             80  com.baidu.jprotobuf.pbrpc.transport.handler.RpcDataPackageDecoder
2015:             5             80  com.github.benmanes.caffeine.cache.Async$AsyncWeigher
2016:             5             80  com.github.benmanes.caffeine.cache.BoundedLocalCache$$Lambda$139/0x00000008401b3c40
2017:             5             80  com.google.gson.internal.ConstructorConstructor$6
2018:             5             80  com.sleepycat.je.CursorConfig
2019:             1             80  com.sleepycat.je.cleaner.TrackedFileSummary
2020:             1             80  com.sleepycat.je.rep.vlsn.VLSNIndex
2021:             2             80  com.sleepycat.je.utilint.DoubleExpMovingAvg
2022:             2             80  com.sleepycat.je.utilint.LongAvgRate
2023:             2             80  com.sleepycat.je.utilint.LongAvgRateMapStat
2024:             2             80  com.staros.proto.AwsCredentialInfo
2025:             2             80  com.staros.proto.AwsSimpleCredentialInfo
2026:             2             80  com.staros.proto.FileCacheInfo
2027:             2             80  com.staros.proto.FilePathInfo
2028:             1             80  com.staros.proto.ShardInfo
2029:             1             80  com.staros.proto.WorkerInfo
2030:             5             80  com.starrocks.common.GenericPool$ThriftClientFactory
2031:             2             80  com.starrocks.common.io.DataOutputBuffer
2032:             2             80  com.starrocks.journal.JournalTask
2033:             1             80  com.starrocks.metric.MetricCalculator
2034:             2             80  com.starrocks.metric.MetricRepo$2
2035:             2             80  com.starrocks.sql.optimizer.cost.CostEstimate
2036:             2             80  com.starrocks.sql.optimizer.rule.transformation.JoinAssociativityRule
2037:             2             80  com.starrocks.sql.optimizer.rule.transformation.JoinLeftAsscomRule
2038:             5             80  com.starrocks.statistic.StatisticExecutor
2039:             1             80  com.starrocks.system.Frontend
2040:             5             80  com.sun.proxy.$Proxy10
2041:             5             80  com.sun.proxy.$Proxy9
2042:             2             80  com.sun.tools.javac.file.Locations$ModulePathLocationHandler (jdk.compiler@11.0.14)
2043:             1             80  com.sun.tools.javac.util.Log (jdk.compiler@11.0.14)
2044:             5             80  io.grpc.netty.shaded.io.netty.channel.nio.NioEventLoop$1
2045:             2             80  io.grpc.netty.shaded.io.netty.handler.codec.http2.CharSequenceMap
2046:             2             80  io.grpc.netty.shaded.io.netty.handler.codec.http2.StreamBufferingEncoder
2047:             5             80  io.grpc.netty.shaded.io.netty.util.concurrent.FastThreadLocalRunnable
2048:             5             80  io.grpc.netty.shaded.io.netty.util.concurrent.SingleThreadEventExecutor$4
2049:             2             80  io.netty.channel.socket.nio.NioSocketChannel$NioSocketChannelUnsafe
2050:             2             80  io.netty.handler.codec.http.HttpVersion
2051:             1             80  io.netty.util.HashedWheelTimer
2052:             2             80  io.netty.util.Signal
2053:             5             80  io.netty.util.internal.ObjectPool$RecyclerObjectPool
2054:             2             80  io.opencensus.implcore.metrics.DerivedLongCumulativeImpl$PointWithFunction
2055:             2             80  io.prometheus.metrics.core.metrics.Gauge
2056:             2             80  java.io.ExpiringCache (java.base@11.0.14)
2057:             5             80  java.lang.ClassValue$Identity (java.base@11.0.14)
2058:             5             80  java.lang.Float (java.base@11.0.14)
2059:             2             80  java.lang.ModuleLayer (java.base@11.0.14)
2060:             2             80  java.lang.UnsupportedOperationException (java.base@11.0.14)
2061:             2             80  java.lang.VirtualMachineError (java.base@11.0.14)
2062:             1             80  java.lang.invoke.BoundMethodHandle$Species_LLLLLLIILLLL (java.base@11.0.14)
2063:             1             80  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLIIL (java.base@11.0.14)
2064:             2             80  java.lang.invoke.VarHandleObjects$Array (java.base@11.0.14)
2065:             2             80  java.lang.module.Configuration (java.base@11.0.14)
2066:             2             80  java.util.Locale$Category (java.base@11.0.14)
2067:             5             80  java.util.concurrent.ConcurrentSkipListSet (java.base@11.0.14)
2068:             2             80  java.util.concurrent.PriorityBlockingQueue (java.base@11.0.14)
2069:             2             80  jdk.internal.loader.URLClassPath (java.base@11.0.14)
2070:             2             80  org.apache.logging.log4j.core.appender.OutputStreamManager
2071:             5             80  org.apache.logging.log4j.core.lookup.StrMatcher$CharMatcher
2072:             2             80  org.apache.logging.log4j.core.util.datetime.FastDateParser
2073:             1             80  org.apache.spark.util.SizeEstimator$
2074:             5             80  org.xnio.Option$10
2075:             5             80  org.xnio._private.Messages_$logger
2076:             1             80  org.xnio.nio.NioTcpServer
2077:             2             80  sun.management.MemoryManagerImpl (java.management@11.0.14)
2078:             2             80  sun.util.calendar.Era (java.base@11.0.14)
2079:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@11.0.14)
2080:             1             80  sun.util.locale.provider.JRELocaleProviderAdapter (java.base@11.0.14)
2081:             1             80  sun.util.locale.provider.LocaleProviderAdapter$NonExistentAdapter (java.base@11.0.14)
2082:             1             72  [Lcom.sleepycat.je.Get;
2083:             1             72  [Lcom.staros.exception.ExceptionCode;
2084:             1             72  [Lcom.starrocks.analysis.ArithmeticExpr$Operator;
2085:             1             72  [Lcom.starrocks.metric.Metric$MetricUnit;
2086:             1             72  [Lcom.starrocks.privilege.ObjectTypeDeprecate;
2087:             3             72  [Lcom.starrocks.thrift.TFeMemoryReq$_Fields;
2088:             3             72  [Lcom.starrocks.thrift.TFeMemoryRes$_Fields;
2089:             1             72  [Lcom.starrocks.thrift.TFileFormatType;
2090:             3             72  [Lcom.starrocks.thrift.TFunctionName$_Fields;
2091:             3             72  [Lcom.starrocks.thrift.TGetPartitionsMetaRequest$_Fields;
2092:             3             72  [Lcom.starrocks.thrift.TGetPartitionsMetaResponse$_Fields;
2093:             3             72  [Lcom.starrocks.thrift.TGetTablesConfigRequest$_Fields;
2094:             3             72  [Lcom.starrocks.thrift.TGetTablesConfigResponse$_Fields;
2095:             3             72  [Lcom.starrocks.thrift.TGetTaskRunInfoResult$_Fields;
2096:             3             72  [Lcom.starrocks.thrift.TGetTasksParams$_Fields;
2097:             3             72  [Lcom.starrocks.thrift.TKafkaRLTaskProgress$_Fields;
2098:             3             72  [Lcom.starrocks.thrift.TLoadTxnCommitResult$_Fields;
2099:             3             72  [Lcom.starrocks.thrift.TMasterResult$_Fields;
2100:             3             72  [Lcom.starrocks.thrift.TProjectNode$_Fields;
2101:             3             72  [Lcom.starrocks.thrift.TReportExecStatusResult$_Fields;
2102:             3             72  [Lcom.starrocks.thrift.TRuntimeFilterProberParams$_Fields;
2103:             3             72  [Lcom.starrocks.thrift.TScanRangeParams$_Fields;
2104:             3             72  [Lcom.starrocks.thrift.TStatus$_Fields;
2105:             4             72  [Lio.grpc.netty.shaded.io.netty.util.AsciiString;
2106:             3             72  [Lio.grpc.netty.shaded.io.netty.util.concurrent.GenericFutureListener;
2107:             3             72  [Ljava.net.InterfaceAddress; (java.base@11.0.14)
2108:             1             72  [Ljavax.management.openmbean.OpenType; (java.management@11.0.14)
2109:             1             72  [Ljavax.management.openmbean.SimpleType; (java.management@11.0.14)
2110:             1             72  [Ljavax.tools.StandardLocation; (java.compiler@11.0.14)
2111:             3             72  [Lorg.antlr.v4.runtime.dfa.DFAState$PredPrediction;
2112:             3             72  com.baidu.jprotobuf.pbrpc.CompressType
2113:             1             72  com.baidu.jprotobuf.pbrpc.transport.RpcClient
2114:             3             72  com.codahale.metrics.MetricRegistry
2115:             3             72  com.google.protobuf.DescriptorProtos$FieldDescriptorProto$Label
2116:             3             72  com.google.protobuf.Descriptors$DescriptorPool$SearchFilter
2117:             3             72  com.google.protobuf.Descriptors$FileDescriptor$Syntax
2118:             3             72  com.google.protobuf.MapField$StorageMode
2119:             3             72  com.sleepycat.je.Durability$ReplicaAckPolicy
2120:             3             72  com.sleepycat.je.Durability$SyncPolicy
2121:             3             72  com.sleepycat.je.ExtinctionFilter$ExtinctionStatus
2122:             3             72  com.sleepycat.je.StatsConfig
2123:             3             72  com.sleepycat.je.cleaner.FileSelector$FileStatus
2124:             1             72  com.sleepycat.je.dbi.BackupManager
2125:             3             72  com.sleepycat.je.log.LogEntryType$Replicable
2126:             3             72  com.sleepycat.je.log.Provisional
2127:             3             72  com.sleepycat.je.log.entry.RestoreRequired$FailureType
2128:             3             72  com.sleepycat.je.recovery.DirtyINMap$CkptState
2129:             3             72  com.sleepycat.je.rep.ReplicationBasicConfig
2130:             3             72  com.sleepycat.je.rep.utilint.net.SimpleDataChannel
2131:             1             72  com.sleepycat.je.rep.vlsn.VLSNRecoveryTracker
2132:             3             72  com.sleepycat.je.utilint.StringStat
2133:             3             72  com.sleepycat.je.utilint.TinyHashSet
2134:             1             72  com.staros.proto.CreateShardInfo
2135:             3             72  com.staros.proto.GetServiceRequest$IdentifierCase
2136:             3             72  com.staros.proto.GetWorkerRequest$IdentifierCase
2137:             3             72  com.staros.proto.ReplicaRole
2138:             3             72  com.staros.proto.ServiceState
2139:             1             72  com.staros.proto.ShardGroupInfo
2140:             1             72  com.staros.worker.Worker
2141:             3             72  com.starrocks.analysis.ArithmeticExpr$OperatorPosition
2142:             1             72  com.starrocks.catalog.MaterializedIndex
2143:             3             72  com.starrocks.catalog.MaterializedIndex$IndexExtState
2144:             3             72  com.starrocks.catalog.Partition$PartitionState
2145:             3             72  com.starrocks.catalog.TableProperty$QueryRewriteConsistencyMode
2146:             1             72  com.starrocks.common.PriorityThreadPoolExecutor
2147:             3             72  com.starrocks.journal.bdbje.CloseSafeDatabase
2148:             3             72  com.starrocks.load.LoadErrorHub$HubType
2149:             3             72  com.starrocks.load.routineload.ErrorReason
2150:             3             72  com.starrocks.plugin.PluginInfo$PluginType
2151:             3             72  com.starrocks.privilege.CatalogPEntryObject
2152:             3             72  com.starrocks.privilege.DbPEntryObject
2153:             3             72  com.starrocks.privilege.PipePEntryObject
2154:             3             72  com.starrocks.privilege.ResourceGroupPEntryObject
2155:             3             72  com.starrocks.service.FrontendOptions$HostType
2156:             3             72  com.starrocks.sql.ast.ShowCreateTableStmt$CreateTableType
2157:             3             72  com.starrocks.sql.optimizer.cost.HashJoinCostModel$JoinExecMode
2158:             3             72  com.starrocks.sql.optimizer.operator.TopNType
2159:             3             72  com.starrocks.sql.optimizer.operator.logical.LogicalLimitOperator$Phase
2160:             3             72  com.starrocks.sql.optimizer.operator.scalar.CompoundPredicateOperator$CompoundType
2161:             3             72  com.starrocks.sql.optimizer.rule.transformation.PushDownLimitDirectRule
2162:             3             72  com.starrocks.sql.optimizer.rule.transformation.PushDownPredicateToExternalTableScanRule
2163:             1             72  com.starrocks.sql.optimizer.statistics.ColumnStatistic
2164:             3             72  com.starrocks.statistic.StatsConstants$AnalyzeType
2165:             3             72  com.starrocks.system.Backend$BackendState
2166:             3             72  com.starrocks.system.HeartbeatResponse$Type
2167:             3             72  com.starrocks.thrift.TExplainLevel
2168:             3             72  com.starrocks.thrift.TFileType
2169:             3             72  com.starrocks.thrift.TLoadSourceType
2170:             3             72  com.starrocks.thrift.TLoadType
2171:             1             72  com.starrocks.thrift.TMasterInfo
2172:             3             72  com.starrocks.thrift.TQueryType
2173:             3             72  com.starrocks.thrift.TRunMode
2174:             3             72  com.starrocks.thrift.TSpillMode
2175:             3             72  com.starrocks.thrift.TStorageType
2176:             3             72  com.starrocks.thrift.TTabletType
2177:             3             72  com.starrocks.thrift.TTopNType
2178:             3             72  com.starrocks.thrift.TWriteQuorumType
2179:             3             72  com.sun.nio.file.SensitivityWatchEventModifier (jdk.unsupported@11.0.14)
2180:             3             72  com.sun.tools.doclint.HtmlTag$EndKind (jdk.compiler@11.0.14)
2181:             3             72  com.sun.tools.doclint.HtmlVersion (jdk.compiler@11.0.14)
2182:             3             72  com.sun.tools.javac.code.Attribute$RetentionPolicy (jdk.compiler@11.0.14)
2183:             3             72  com.sun.tools.javac.code.BoundKind (jdk.compiler@11.0.14)
2184:             3             72  com.sun.tools.javac.code.Symbol$ModuleFlags (jdk.compiler@11.0.14)
2185:             3             72  com.sun.tools.javac.code.Type$UndetVar$Kind (jdk.compiler@11.0.14)
2186:             3             72  com.sun.tools.javac.comp.Infer$GraphInferenceSteps (jdk.compiler@11.0.14)
2187:             3             72  com.sun.tools.javac.comp.Operators$ComparisonKind (jdk.compiler@11.0.14)
2188:             3             72  com.sun.tools.javac.main.Arguments$ErrorMode (jdk.compiler@11.0.14)
2189:             3             72  com.sun.tools.javac.main.JavaCompiler$ImplicitSourcePolicy (jdk.compiler@11.0.14)
2190:             3             72  com.sun.tools.javac.main.Option$ArgKind (jdk.compiler@11.0.14)
2191:             3             72  com.sun.tools.javac.main.Option$OptionKind (jdk.compiler@11.0.14)
2192:             3             72  com.sun.tools.javac.main.Option$PkgInfo (jdk.compiler@11.0.14)
2193:             3             72  com.sun.tools.javac.parser.Tokens$Comment$CommentStyle (jdk.compiler@11.0.14)
2194:             3             72  com.sun.tools.javac.util.AbstractDiagnosticFormatter$1 (jdk.compiler@11.0.14)
2195:             3             72  com.sun.tools.javac.util.BasicDiagnosticFormatter$BasicConfiguration$BasicFormatKind (jdk.compiler@11.0.14)
2196:             3             72  com.sun.tools.javac.util.Bits$BitsState (jdk.compiler@11.0.14)
2197:             3             72  com.sun.tools.javac.util.RichDiagnosticFormatter$RichConfiguration$RichFormatterFeature (jdk.compiler@11.0.14)
