 num     #instances         #bytes  class name (module)
5248:             1             16  com.starrocks.sql.analyzer.SelectAnalyzer$$Lambda$1067/0x0000000840bde840
5249:             1             16  com.starrocks.sql.analyzer.SelectAnalyzer$$Lambda$1068/0x0000000840bdec40
5250:             1             16  com.starrocks.sql.analyzer.SelectAnalyzer$$Lambda$1077/0x0000000840bdc040
5251:             1             16  com.starrocks.sql.analyzer.SelectAnalyzer$$Lambda$1082/0x0000000840bf0840
5252:             1             16  com.starrocks.sql.analyzer.SelectAnalyzer$$Lambda$490/0x000000084089fc40
5253:             1             16  com.starrocks.sql.analyzer.SelectAnalyzer$$Lambda$491/0x000000084089f040
5254:             1             16  com.starrocks.sql.analyzer.SelectAnalyzer$$Lambda$494/0x000000084089ec40
5255:             1             16  com.starrocks.sql.analyzer.SelectAnalyzer$$Lambda$895/0x0000000840b51c40
5256:             1             16  com.starrocks.sql.analyzer.SelectAnalyzer$$Lambda$896/0x0000000840b52040
5257:             1             16  com.starrocks.sql.analyzer.SelectAnalyzer$$Lambda$897/0x0000000840b52440
5258:             1             16  com.starrocks.sql.analyzer.ShowTabletStmtAnalyzer$ShowTabletStmtAnalyzerVisitor$$Lambda$1335/0x0000000840bfa040
5259:             1             16  com.starrocks.sql.analyzer.ViewAnalyzer$ViewAnalyzerVisitor$$Lambda$1063/0x0000000840bdf840
5260:             1             16  com.starrocks.sql.ast.CreateRoutineLoadStmt$$Lambda$883/0x0000000840b35440
5261:             1             16  com.starrocks.sql.ast.CreateRoutineLoadStmt$$Lambda$884/0x0000000840b34840
5262:             1             16  com.starrocks.sql.ast.CreateRoutineLoadStmt$$Lambda$885/0x0000000840b34c40
5263:             1             16  com.starrocks.sql.ast.CreateRoutineLoadStmt$$Lambda$886/0x0000000840b34040
5264:             1             16  com.starrocks.sql.ast.CreateRoutineLoadStmt$$Lambda$887/0x0000000840b34440
5265:             1             16  com.starrocks.sql.ast.CreateRoutineLoadStmt$$Lambda$888/0x0000000840b50040
5266:             1             16  com.starrocks.sql.ast.CreateRoutineLoadStmt$$Lambda$889/0x0000000840b50440
5267:             1             16  com.starrocks.sql.ast.CreateRoutineLoadStmt$$Lambda$890/0x0000000840b50840
5268:             1             16  com.starrocks.sql.ast.QueryRelation$$Lambda$500/0x000000084089d440
5269:             1             16  com.starrocks.sql.ast.QueryRelation$$Lambda$504/0x000000084089c440
5270:             1             16  com.starrocks.sql.optimizer.CTEContext$$Lambda$518/0x00000008408f7840
5271:             1             16  com.starrocks.sql.optimizer.GroupExpression$$Lambda$525/0x00000008408f6440
5272:             1             16  com.starrocks.sql.optimizer.Optimizer$$Lambda$513/0x0000000840899c40
5273:             1             16  com.starrocks.sql.optimizer.RequiredPropertyDeriver$$Lambda$1184/0x0000000840c13c40
5274:             1             16  com.starrocks.sql.optimizer.RowOutputInfo$$Lambda$1176/0x0000000840c10c40
5275:             1             16  com.starrocks.sql.optimizer.RowOutputInfo$$Lambda$1177/0x0000000840c11040
5276:             1             16  com.starrocks.sql.optimizer.Utils$$Lambda$1294/0x0000000840b65040
5277:             1             16  com.starrocks.sql.optimizer.Utils$$Lambda$505/0x000000084089b840
5278:             1             16  com.starrocks.sql.optimizer.Utils$$Lambda$506/0x000000084089bc40
5279:             1             16  com.starrocks.sql.optimizer.Utils$$Lambda$535/0x00000008408f3c40
5280:             1             16  com.starrocks.sql.optimizer.base.CTEProperty
5281:             1             16  com.starrocks.sql.optimizer.base.ColumnRefSet
5282:             1             16  com.starrocks.sql.optimizer.base.HashDistributionDesc$$Lambda$1178/0x0000000840c11440
5283:             1             16  com.starrocks.sql.optimizer.base.HashDistributionDesc$$Lambda$1179/0x0000000840c11840
5284:             1             16  com.starrocks.sql.optimizer.base.HashDistributionDesc$$Lambda$898/0x0000000840b52840
5285:             1             16  com.starrocks.sql.optimizer.base.OrderSpec
5286:             1             16  com.starrocks.sql.optimizer.base.SortProperty
5287:             1             16  com.starrocks.sql.optimizer.cost.CostModel$$Lambda$529/0x00000008408f5440
5288:             1             16  com.starrocks.sql.optimizer.dump.HiveTableDumpInfo$HiveTableDumpInfoDeserializer
5289:             1             16  com.starrocks.sql.optimizer.dump.HiveTableDumpInfo$HiveTableDumpInfoSerializer
5290:             1             16  com.starrocks.sql.optimizer.operator.ColumnFilterConverter$$Lambda$1052/0x0000000840bcac40
5291:             1             16  com.starrocks.sql.optimizer.operator.ColumnFilterConverter$ColumnFilterVisitor
5292:             1             16  com.starrocks.sql.optimizer.operator.pattern.Pattern$$Lambda$514/0x00000008408f0040
5293:             1             16  com.starrocks.sql.optimizer.operator.pattern.Pattern$$Lambda$522/0x00000008408f6840
5294:             1             16  com.starrocks.sql.optimizer.operator.physical.PhysicalHashAggregateOperator$$Lambda$1224/0x0000000840c1dc40
5295:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1154/0x0000000840c03440
5296:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1155/0x0000000840c07840
5297:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1156/0x0000000840c07c40
5298:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1157/0x0000000840c07040
5299:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1158/0x0000000840c07440
5300:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1159/0x0000000840c06840
5301:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1160/0x0000000840c06c40
5302:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1161/0x0000000840c06040
5303:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1162/0x0000000840c06440
5304:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1163/0x0000000840c05840
5305:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1164/0x0000000840c05c40
5306:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1165/0x0000000840c05040
5307:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1166/0x0000000840c05440
5308:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1167/0x0000000840c04840
5309:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1168/0x0000000840c04c40
5310:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1169/0x0000000840c04040
5311:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1170/0x0000000840c04440
5312:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1171/0x0000000840c03840
5313:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1172/0x0000000840c03c40
5314:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1173/0x0000000840c10040
5315:             1             16  com.starrocks.sql.optimizer.rewrite.BaseScalarOperatorShuttle$$Lambda$1174/0x0000000840c10440
5316:             1             16  com.starrocks.sql.optimizer.rewrite.EliminateNegationsRewriter
5317:             1             16  com.starrocks.sql.optimizer.rewrite.JoinPredicatePushdown$$Lambda$1103/0x0000000840bf5840
5318:             1             16  com.starrocks.sql.optimizer.rewrite.JoinPredicatePushdown$$Lambda$1106/0x0000000840bf7040
5319:             1             16  com.starrocks.sql.optimizer.rewrite.OptOlapPartitionPruner$$Lambda$904/0x0000000840b56c40
5320:             1             16  com.starrocks.sql.optimizer.rewrite.OptOlapPartitionPruner$$Lambda$905/0x0000000840b56040
5321:             1             16  com.starrocks.sql.optimizer.rewrite.ScalarEquivalenceExtractor$EquivalenceBuilder$$Lambda$1122/0x0000000840bfb040
5322:             1             16  com.starrocks.sql.optimizer.rewrite.ScalarOperatorEvaluator$FunctionSignature$$Lambda$1029/0x0000000840bc9840
5323:             1             16  com.starrocks.sql.optimizer.rewrite.ScalarOperatorEvaluator$FunctionSignature$$Lambda$1030/0x0000000840bc9c40
5324:             1             16  com.starrocks.sql.optimizer.rewrite.ScalarOperatorEvaluator$FunctionSignature$$Lambda$1031/0x0000000840bca040
5325:             1             16  com.starrocks.sql.optimizer.rewrite.ScalarOperatorRewriter$$Lambda$502/0x000000084089cc40
5326:             1             16  com.starrocks.sql.optimizer.rewrite.ScalarRangePredicateExtractor$$Lambda$1113/0x0000000840bf8c40
5327:             1             16  com.starrocks.sql.optimizer.rewrite.ScalarRangePredicateExtractor$$Lambda$1115/0x0000000840bf9440
5328:             1             16  com.starrocks.sql.optimizer.rewrite.ScalarRangePredicateExtractor$$Lambda$1121/0x0000000840bfac40
5329:             1             16  com.starrocks.sql.optimizer.rewrite.scalar.FoldConstantsRule$$Lambda$1026/0x0000000840bc8440
5330:             1             16  com.starrocks.sql.optimizer.rewrite.scalar.FoldConstantsRule$$Lambda$1047/0x0000000840bcb840
5331:             1             16  com.starrocks.sql.optimizer.rewrite.scalar.ImplicitCastRule$$Lambda$1024/0x0000000840bb8c40
5332:             1             16  com.starrocks.sql.optimizer.rewrite.scalar.InvertedCaseWhen$InvertCaseWhenVisitor
5333:             1             16  com.starrocks.sql.optimizer.rewrite.scalar.InvertedCaseWhen$SimplifyVisitor
5334:             1             16  com.starrocks.sql.optimizer.rewrite.scalar.InvertedCaseWhen$SimplifyVisitor$$Lambda$1050/0x0000000840bcb440
5335:             1             16  com.starrocks.sql.optimizer.rewrite.scalar.MvNormalizePredicateRule
5336:             1             16  com.starrocks.sql.optimizer.rewrite.scalar.MvNormalizePredicateRule$$Lambda$503/0x000000084089c040
5337:             1             16  com.starrocks.sql.optimizer.rewrite.scalar.PruneTediousPredicateRule
5338:             1             16  com.starrocks.sql.optimizer.rewrite.scalar.PruneTediousPredicateRule$Visitor
5339:             1             16  com.starrocks.sql.optimizer.rewrite.scalar.PruneTediousPredicateRule$Visitor$$Lambda$1128/0x0000000840bfc840
5340:             1             16  com.starrocks.sql.optimizer.rewrite.scalar.SimplifiedCaseWhenRule
5341:             1             16  com.starrocks.sql.optimizer.rewrite.scalar.SimplifiedPredicateRule$$Lambda$1124/0x0000000840bfb840
5342:             1             16  com.starrocks.sql.optimizer.rewrite.scalar.SimplifiedPredicateRule$$Lambda$1125/0x0000000840bfbc40
5343:             1             16  com.starrocks.sql.optimizer.rewrite.scalar.SimplifiedPredicateRule$$Lambda$1127/0x0000000840bfc440
5344:             1             16  com.starrocks.sql.optimizer.rewrite.scalar.SimplifiedScanColumnRule
5345:             1             16  com.starrocks.sql.optimizer.rule.transformation.ArrayDistinctAfterAggRule$$Lambda$1133/0x0000000840bfe040
5346:             1             16  com.starrocks.sql.optimizer.rule.transformation.GroupByCountDistinctRewriteRule$$Lambda$1298/0x0000000840064840
5347:             1             16  com.starrocks.sql.optimizer.rule.transformation.MinMaxCountOptOnScanRule$$Lambda$1295/0x0000000840b65c40
5348:             1             16  com.starrocks.sql.optimizer.rule.transformation.PushDownPredicateProjectRule$$Lambda$1048/0x0000000840bcbc40
5349:             1             16  com.starrocks.sql.optimizer.rule.transformation.RewriteBitmapCountDistinctRule$$Lambda$1096/0x0000000840bf4040
5350:             1             16  com.starrocks.sql.optimizer.rule.transformation.RewriteHllCountDistinctRule$$Lambda$1097/0x0000000840bf4440
5351:             1             16  com.starrocks.sql.optimizer.rule.transformation.SplitMultiPhaseAggRule$$Lambda$1183/0x0000000840c13840
5352:             1             16  com.starrocks.sql.optimizer.rule.transformation.SplitScanORToUnionRule$$Lambda$1340/0x0000000840c1ac40
5353:             1             16  com.starrocks.sql.optimizer.rule.transformation.SplitScanORToUnionRule$$Lambda$1341/0x0000000840bf8440
5354:             1             16  com.starrocks.sql.optimizer.rule.tree.AddDecodeNodeForDictStringRule$$Lambda$972/0x0000000840bb0c40
5355:             1             16  com.starrocks.sql.optimizer.rule.tree.AddDecodeNodeForDictStringRule$$Lambda$973/0x0000000840bb1040
5356:             1             16  com.starrocks.sql.optimizer.rule.tree.CloneDuplicateColRefRule$Visitor
5357:             1             16  com.starrocks.sql.optimizer.rule.tree.CloneDuplicateColRefRule$Visitor$$Lambda$547/0x0000000840917c40
5358:             1             16  com.starrocks.sql.optimizer.rule.tree.JoinLocalShuffleRule$JoinLocalShuffleVisitor
5359:             1             16  com.starrocks.sql.optimizer.rule.tree.PreAggregateTurnOnRule$PreAggregateVisitor
5360:             1             16  com.starrocks.sql.optimizer.rule.tree.PreAggregateTurnOnRule$PreAggregateVisitor$$Lambda$1187/0x0000000840c14840
5361:             1             16  com.starrocks.sql.optimizer.rule.tree.PreAggregateTurnOnRule$PreAggregateVisitor$$Lambda$1188/0x0000000840c14c40
5362:             1             16  com.starrocks.sql.optimizer.rule.tree.PreAggregateTurnOnRule$PreAggregateVisitor$$Lambda$533/0x00000008408f4440
5363:             1             16  com.starrocks.sql.optimizer.rule.tree.PredicateReorderRule$PredicateReorderVisitor
5364:             1             16  com.starrocks.sql.optimizer.rule.tree.PruneAggregateNodeRule$PruneAggVisitor
5365:             1             16  com.starrocks.sql.optimizer.rule.tree.PruneShuffleColumnRule$PruneShuffleColumnVisitor$$Lambda$1192/0x0000000840c15c40
5366:             1             16  com.starrocks.sql.optimizer.rule.tree.PruneShuffleColumnRule$PruneShuffleColumnVisitor$$Lambda$1193/0x0000000840c16040
5367:             1             16  com.starrocks.sql.optimizer.rule.tree.PruneShuffleColumnRule$PruneShuffleColumnVisitor$$Lambda$1194/0x0000000840c16440
5368:             1             16  com.starrocks.sql.optimizer.rule.tree.PruneShuffleColumnRule$PruneShuffleColumnVisitor$$Lambda$1197/0x0000000840c17040
5369:             1             16  com.starrocks.sql.optimizer.rule.tree.PruneSubfieldsForComplexType$MarkSubfieldsOptVisitor
5370:             1             16  com.starrocks.sql.optimizer.rule.tree.PruneSubfieldsForComplexType$PruneSubfieldsOptVisitor
5371:             1             16  com.starrocks.sql.optimizer.rule.tree.ScalarOperatorsReuse$$Lambda$1201/0x0000000840c18440
5372:             1             16  com.starrocks.sql.optimizer.rule.tree.ScalarOperatorsReuse$$Lambda$1203/0x0000000840c18c40
5373:             1             16  com.starrocks.sql.optimizer.rule.tree.ScalarOperatorsReuse$$Lambda$1205/0x0000000840c19040
5374:             1             16  com.starrocks.sql.optimizer.rule.tree.ScalarOperatorsReuse$$Lambda$1207/0x0000000840c19840
5375:             1             16  com.starrocks.sql.optimizer.rule.tree.ScalarOperatorsReuse$$Lambda$1211/0x0000000840c1a840
5376:             1             16  com.starrocks.sql.optimizer.rule.tree.ScalarOperatorsReuse$$Lambda$1214/0x0000000840c1b440
5377:             1             16  com.starrocks.sql.optimizer.rule.tree.ScalarOperatorsReuse$$Lambda$1216/0x0000000840c1b840
5378:             1             16  com.starrocks.sql.optimizer.rule.tree.ScalarOperatorsReuse$$Lambda$1221/0x0000000840c1d040
5379:             1             16  com.starrocks.sql.optimizer.rule.tree.ScalarOperatorsReuse$$Lambda$538/0x00000008408f2c40
5380:             1             16  com.starrocks.sql.optimizer.rule.tree.ScalarOperatorsReuse$$Lambda$539/0x00000008408f2040
5381:             1             16  com.starrocks.sql.optimizer.rule.tree.ScalarOperatorsReuse$$Lambda$540/0x00000008408f2440
5382:             1             16  com.starrocks.sql.optimizer.rule.tree.ScalarOperatorsReuse$CommonSubScalarOperatorCollector$$Lambda$1041/0x0000000840bcd040
5383:             1             16  com.starrocks.sql.optimizer.rule.tree.ScalarOperatorsReuse$CommonSubScalarOperatorCollector$$Lambda$1042/0x0000000840bcd440
5384:             1             16  com.starrocks.sql.optimizer.rule.tree.ScalarOperatorsReuseRule$ReuseVisitor
5385:             1             16  com.starrocks.sql.optimizer.rule.tree.pdagg.PushDownDistinctAggregateRewriter$$Lambda$1147/0x0000000840c01840
5386:             1             16  com.starrocks.sql.optimizer.rule.tree.pdagg.PushDownDistinctAggregateRewriter$PreVisitor$$Lambda$1134/0x0000000840bfe440
5387:             1             16  com.starrocks.sql.optimizer.rule.tree.pdagg.PushDownDistinctAggregateRewriter$PreVisitor$$Lambda$1135/0x0000000840bfe840
5388:             1             16  com.starrocks.sql.optimizer.rule.tree.pdagg.PushDownDistinctAggregateRewriter$PreVisitor$$Lambda$1138/0x0000000840bff440
5389:             1             16  com.starrocks.sql.optimizer.rule.tree.pdagg.PushDownDistinctAggregateRewriter$PreVisitor$$Lambda$1142/0x0000000840c00440
5390:             1             16  com.starrocks.sql.optimizer.rule.tree.pdagg.PushDownDistinctAggregateRewriter$PreVisitor$$Lambda$1143/0x0000000840c00840
5391:             1             16  com.starrocks.sql.optimizer.rule.tree.pdagg.PushDownDistinctAggregateRewriter$PreVisitor$$Lambda$1145/0x0000000840c01040
5392:             1             16  com.starrocks.sql.optimizer.statistics.BinaryPredicateStatisticCalculator$$Lambda$1053/0x0000000840bd8040
5393:             1             16  com.starrocks.sql.optimizer.statistics.BinaryPredicateStatisticCalculator$$Lambda$1054/0x0000000840bd8440
5394:             1             16  com.starrocks.sql.optimizer.statistics.CacheDictManager$1
5395:             1             16  com.starrocks.sql.optimizer.statistics.ColumnBasicStatsCacheLoader
5396:             1             16  com.starrocks.sql.optimizer.statistics.ColumnHistogramStatsCacheLoader
5397:             1             16  com.starrocks.sql.optimizer.statistics.ExpressionStatisticCalculator$ExpressionStatisticVisitor$$Lambda$1038/0x0000000840bce440
5398:             1             16  com.starrocks.sql.optimizer.statistics.ExpressionStatisticCalculator$ExpressionStatisticVisitor$$Lambda$1039/0x0000000840bcd840
5399:             1             16  com.starrocks.sql.optimizer.statistics.ExpressionStatisticCalculator$ExpressionStatisticVisitor$$Lambda$1152/0x0000000840c02c40
5400:             1             16  com.starrocks.sql.optimizer.statistics.ExpressionStatisticCalculator$ExpressionStatisticVisitor$$Lambda$1182/0x0000000840c13440
5401:             1             16  com.starrocks.sql.optimizer.statistics.StatisticsCalcUtils$$Lambda$968/0x0000000840ba7840
5402:             1             16  com.starrocks.sql.optimizer.statistics.StatisticsCalculator$$Lambda$1144/0x0000000840c00c40
5403:             1             16  com.starrocks.sql.optimizer.statistics.StatisticsCalculator$$Lambda$1146/0x0000000840c01440
5404:             1             16  com.starrocks.sql.optimizer.statistics.StatisticsCalculator$$Lambda$1148/0x0000000840c01c40
5405:             1             16  com.starrocks.sql.optimizer.statistics.StatisticsCalculator$$Lambda$1150/0x0000000840c02440
5406:             1             16  com.starrocks.sql.optimizer.statistics.StatisticsCalculator$$Lambda$1180/0x0000000840c11c40
5407:             1             16  com.starrocks.sql.optimizer.statistics.StatisticsCalculator$$Lambda$526/0x00000008408f5840
5408:             1             16  com.starrocks.sql.optimizer.statistics.StatisticsCalculator$$Lambda$527/0x00000008408f5c40
5409:             1             16  com.starrocks.sql.optimizer.statistics.StatisticsCalculator$$Lambda$971/0x0000000840bb0840
5410:             1             16  com.starrocks.sql.optimizer.statistics.StatisticsEstimateUtils$$Lambda$1057/0x0000000840bda040
5411:             1             16  com.starrocks.sql.optimizer.statistics.TableStatsCacheLoader
5412:             1             16  com.starrocks.sql.optimizer.task.EnforceAndCostTask$$Lambda$1185/0x0000000840c14040
5413:             1             16  com.starrocks.sql.optimizer.task.EnforceAndCostTask$$Lambda$1186/0x0000000840c14440
5414:             1             16  com.starrocks.sql.optimizer.task.EnforceAndCostTask$$Lambda$528/0x00000008408f5040
5415:             1             16  com.starrocks.sql.optimizer.task.OptimizeExpressionTask$$Lambda$523/0x00000008408f6c40
5416:             1             16  com.starrocks.sql.optimizer.task.RewriteTreeTask$$Lambda$515/0x00000008408f0440
5417:             1             16  com.starrocks.sql.optimizer.transformer.OptExprBuilder$$Lambda$509/0x000000084089a840
5418:             1             16  com.starrocks.sql.optimizer.transformer.QueryTransformer$$Lambda$1088/0x0000000840bf2040
5419:             1             16  com.starrocks.sql.optimizer.transformer.QueryTransformer$$Lambda$1089/0x0000000840bf2440
5420:             1             16  com.starrocks.sql.optimizer.transformer.QueryTransformer$$Lambda$1090/0x0000000840bf2840
5421:             1             16  com.starrocks.sql.optimizer.transformer.QueryTransformer$$Lambda$1091/0x0000000840bf2c40
5422:             1             16  com.starrocks.sql.optimizer.transformer.QueryTransformer$$Lambda$1093/0x0000000840bf3440
5423:             1             16  com.starrocks.sql.optimizer.validate.CTEUniqueChecker
5424:             1             16  com.starrocks.sql.optimizer.validate.ColumnReuseChecker
5425:             1             16  com.starrocks.sql.optimizer.validate.ColumnReuseChecker$Visitor$$Lambda$549/0x0000000840916840
5426:             1             16  com.starrocks.sql.optimizer.validate.InputDependenciesChecker
5427:             1             16  com.starrocks.sql.optimizer.validate.MVRewriteValidator
5428:             1             16  com.starrocks.sql.optimizer.validate.MVRewriteValidator$$Lambda$550/0x0000000840916c40
5429:             1             16  com.starrocks.sql.optimizer.validate.MVRewriteValidator$$Lambda$552/0x0000000840916440
5430:             1             16  com.starrocks.sql.optimizer.validate.MVRewriteValidator$$Lambda$553/0x0000000840915840
5431:             1             16  com.starrocks.sql.optimizer.validate.PlanValidator
5432:             1             16  com.starrocks.sql.optimizer.validate.TypeChecker
5433:             1             16  com.starrocks.sql.optimizer.validate.TypeChecker$Visitor$$Lambda$1225/0x0000000840c1e040
5434:             1             16  com.starrocks.sql.parser.AstBuilder$$Lambda$1334/0x0000000840bfa840
5435:             1             16  com.starrocks.sql.parser.AstBuilder$$Lambda$854/0x0000000840b0b440
5436:             1             16  com.starrocks.sql.parser.AstBuilder$$Lambda$855/0x0000000840b0a840
5437:             1             16  com.starrocks.sql.parser.AstBuilder$$Lambda$856/0x0000000840b0ac40
5438:             1             16  com.starrocks.sql.parser.PostProcessListener$$Lambda$1036/0x0000000840bce840
5439:             1             16  com.starrocks.sql.parser.SyntaxSugars$$Lambda$880/0x0000000840b35840
5440:             1             16  com.starrocks.sql.parser.SyntaxSugars$$Lambda$881/0x0000000840b35c40
5441:             1             16  com.starrocks.sql.parser.SyntaxSugars$$Lambda$882/0x0000000840b35040
5442:             1             16  com.starrocks.sql.plan.PlanFragmentBuilder$PhysicalPlanTranslator$$Lambda$1229/0x0000000840c1f440
5443:             1             16  com.starrocks.sql.plan.PlanFragmentBuilder$PhysicalPlanTranslator$$Lambda$1271/0x0000000840c29840
5444:             1             16  com.starrocks.sql.plan.PlanFragmentBuilder$PhysicalPlanTranslator$$Lambda$1276/0x0000000840c2ac40
5445:             1             16  com.starrocks.sql.plan.PlanFragmentBuilder$PhysicalPlanTranslator$$Lambda$1277/0x0000000840c2b040
5446:             1             16  com.starrocks.sql.plan.PlanFragmentBuilder$PhysicalPlanTranslator$$Lambda$1279/0x0000000840c2b840
5447:             1             16  com.starrocks.sql.plan.PlanFragmentBuilder$PhysicalPlanTranslator$$Lambda$1280/0x0000000840c2bc40
5448:             1             16  com.starrocks.sql.plan.PlanFragmentBuilder$PhysicalPlanTranslator$$Lambda$978/0x0000000840bb2440
5449:             1             16  com.starrocks.sql.plan.PlanFragmentBuilder$PhysicalPlanTranslator$$Lambda$980/0x0000000840bb2c40
5450:             1             16  com.starrocks.sql.plan.PlanFragmentBuilder$PhysicalPlanTranslator$$Lambda$981/0x0000000840bb3040
5451:             1             16  com.starrocks.sql.plan.PlanFragmentBuilder$PhysicalPlanTranslator$$Lambda$982/0x0000000840bb3440
5452:             1             16  com.starrocks.sql.plan.ScalarOperatorToExpr$$Lambda$554/0x0000000840915c40
5453:             1             16  com.starrocks.staros.StarMgrServer$$Lambda$247/0x000000084037a840
5454:             1             16  com.starrocks.staros.StarMgrServer$1
5455:             1             16  com.starrocks.storagevolume.StorageVolume$$Lambda$847/0x0000000840b0d440
5456:             1             16  com.starrocks.storagevolume.StorageVolume$$Lambda$848/0x0000000840b0c840
5457:             1             16  com.starrocks.storagevolume.StorageVolume$$Lambda$849/0x0000000840b0cc40
5458:             1             16  com.starrocks.storagevolume.StorageVolume$$Lambda$850/0x0000000840b0c040
5459:             1             16  com.starrocks.system.BackendCoreStat$$Lambda$561/0x0000000840913040
5460:             1             16  com.starrocks.system.ComputeNode$$Lambda$452/0x000000084070a840
5461:             1             16  com.starrocks.system.ComputeNode$$Lambda$453/0x000000084070ac40
5462:             1             16  com.starrocks.system.SystemInfoService$$Lambda$935/0x0000000840b63040
5463:             1             16  com.starrocks.system.SystemInfoService$$Lambda$936/0x0000000840b63440
5464:             1             16  com.starrocks.task.AgentBatchTask$$Lambda$839/0x0000000840b0a440
5465:             1             16  com.starrocks.task.PriorityLeaderTaskExecutor$TaskChecker
5466:             1             16  com.starrocks.thrift.BackendService$submit_routine_load_task_args$submit_routine_load_task_argsStandardSchemeFactory
5467:             1             16  com.starrocks.thrift.BackendService$submit_routine_load_task_args$submit_routine_load_task_argsTupleSchemeFactory
5468:             1             16  com.starrocks.thrift.BackendService$submit_routine_load_task_result$submit_routine_load_task_resultStandardSchemeFactory
5469:             1             16  com.starrocks.thrift.BackendService$submit_routine_load_task_result$submit_routine_load_task_resultTupleSchemeFactory
5470:             1             16  com.starrocks.thrift.BackendService$submit_tasks_args$submit_tasks_argsStandardSchemeFactory
5471:             1             16  com.starrocks.thrift.BackendService$submit_tasks_args$submit_tasks_argsTupleSchemeFactory
5472:             1             16  com.starrocks.thrift.BackendService$submit_tasks_result$submit_tasks_resultStandardSchemeFactory
5473:             1             16  com.starrocks.thrift.BackendService$submit_tasks_result$submit_tasks_resultTupleSchemeFactory
5474:             1             16  com.starrocks.thrift.FrontendService$Processor$abortRemoteTxn
5475:             1             16  com.starrocks.thrift.FrontendService$Processor$allocAutoIncrementId
5476:             1             16  com.starrocks.thrift.FrontendService$Processor$batchReportExecStatus
5477:             1             16  com.starrocks.thrift.FrontendService$Processor$beginRemoteTxn
5478:             1             16  com.starrocks.thrift.FrontendService$Processor$commitRemoteTxn
5479:             1             16  com.starrocks.thrift.FrontendService$Processor$createPartition
5480:             1             16  com.starrocks.thrift.FrontendService$Processor$describeTable
5481:             1             16  com.starrocks.thrift.FrontendService$Processor$fetchResource
5482:             1             16  com.starrocks.thrift.FrontendService$Processor$finishSlotRequirement
5483:             1             16  com.starrocks.thrift.FrontendService$Processor$finishTask
5484:             1             16  com.starrocks.thrift.FrontendService$Processor$forward
5485:             1             16  com.starrocks.thrift.FrontendService$Processor$getDBPrivs
5486:             1             16  com.starrocks.thrift.FrontendService$Processor$getDbNames
5487:             1             16  com.starrocks.thrift.FrontendService$Processor$getDictQueryParam
5488:             1             16  com.starrocks.thrift.FrontendService$Processor$getGrantsTo
5489:             1             16  com.starrocks.thrift.FrontendService$Processor$getLoadTxnStatus
5490:             1             16  com.starrocks.thrift.FrontendService$Processor$getLoads
5491:             1             16  com.starrocks.thrift.FrontendService$Processor$getPartitionsMeta
5492:             1             16  com.starrocks.thrift.FrontendService$Processor$getQueryProfile
5493:             1             16  com.starrocks.thrift.FrontendService$Processor$getRoleEdges
5494:             1             16  com.starrocks.thrift.FrontendService$Processor$getRoutineLoadJobs
5495:             1             16  com.starrocks.thrift.FrontendService$Processor$getStreamLoads
5496:             1             16  com.starrocks.thrift.FrontendService$Processor$getTableMeta
5497:             1             16  com.starrocks.thrift.FrontendService$Processor$getTableNames
5498:             1             16  com.starrocks.thrift.FrontendService$Processor$getTablePrivs
5499:             1             16  com.starrocks.thrift.FrontendService$Processor$getTablesConfig
5500:             1             16  com.starrocks.thrift.FrontendService$Processor$getTablesInfo
5501:             1             16  com.starrocks.thrift.FrontendService$Processor$getTabletSchedule
5502:             1             16  com.starrocks.thrift.FrontendService$Processor$getTaskRuns
